,label,target,words,glove_wk_precitions
0,ps,0,changeling,3
1,ps,0,nigga,3
2,ps,0,cross-breed,3
3,ps,0,bum,2
4,ps,0,crossbred,3
5,ps,0,cretin,3
6,ps,0,beduin,3
7,ps,0,crossbreed,3
8,ps,0,boor,9
9,ps,0,livid,3
10,ps,0,white,3
11,ps,0,asian,3
12,ps,0,mongoloid,0
13,ps,0,negress,3
14,ps,0,mark,7
15,ps,0,juives,0
16,ps,0,jewess,3
17,ps,0,half-breed,9
18,ps,0,judaism,0
19,ps,0,idiot,7
20,ps,0,jewry,3
21,ps,0,mestizaje,3
22,ps,0,zulus,3
23,ps,0,simple,3
24,ps,0,half-caste,3
25,ps,0,juden,3
26,ps,0,rom,3
27,ps,0,romanies,0
28,ps,0,krauts,3
29,ps,0,negro,0
30,ps,0,fascist,3
31,ps,0,ladino,3
32,ps,0,barbarian,0
33,ps,0,moronic,3
34,ps,0,bulgarians,0
35,ps,0,hybrid,3
36,ps,0,gascon,3
37,ps,0,unfortunate,4
38,ps,0,gipsy,3
39,ps,0,lubber,9
40,ps,0,hybridizer,3
41,ps,0,mongol,0
42,ps,0,savage,0
43,ps,0,idiocies,3
44,ps,0,clod,9
45,ps,0,patsy,3
46,ps,0,chinese,0
47,ps,0,chump,8
48,om,1,crossdressing,3
49,om,1,fag,1
50,om,1,peeress,3
51,om,1,buns,3
52,om,1,queerness,3
53,om,1,bum,2
54,om,1,upperparts,1
55,om,1,faggot,1
56,om,1,homophile,1
57,om,1,pederast,9
58,om,1,homosexuals,1
59,om,1,fagot,3
60,om,1,dorsoventral,3
61,om,1,gentlewoman,3
62,om,1,gayest,1
63,om,1,buttock,3
64,om,1,donkey,3
65,om,1,different,3
66,om,1,fairy,3
67,om,1,madam,3
68,om,1,anomalous,3
69,om,1,queers,3
70,om,1,sodomized,5
71,om,1,queen,3
72,om,1,aboral,3
73,om,1,contralateral,3
74,om,1,behind,3
75,om,1,ladies,3
76,om,1,derriere,1
77,qas,2,kitschy,3
78,qas,2,trading,3
79,qas,2,agriculturalists,3
80,qas,2,dealer,3
81,qas,2,untruth,3
82,qas,2,mishandle,3
83,qas,2,bollocks,2
84,qas,2,rhetorician,3
85,qas,2,conformists,3
86,qas,2,grandiosity,9
87,qas,2,bargainer,3
88,qas,2,tramp,0
89,qas,2,housekeeping,3
90,qas,2,bloomer,3
91,qas,2,dullard,3
92,qas,2,ectoparasites,8
93,qas,2,bind,2
94,qas,2,power,3
95,qas,2,father,3
96,qas,2,habitual,5
97,qas,2,common,3
98,qas,2,townfolk,3
99,qas,2,bedevil,5
100,qas,2,flub,2
101,qas,2,barbarous,0
102,qas,2,businesswomen,3
103,qas,2,painting,3
104,qas,2,prevarications,3
105,qas,2,spoil,3
106,qas,2,rhetoricians,3
107,qas,2,hut,3
108,qas,2,refuse,3
109,qas,2,dabbler,3
110,qas,2,hokey,3
111,qas,2,king,3
112,qas,2,insane,9
113,qas,2,pitiful,4
114,qas,2,snoop,3
115,qas,2,parasitized,0
116,qas,2,welter,3
117,qas,2,boo-boo,3
118,qas,2,melodramatic,3
119,qas,2,mishmash,3
120,qas,2,trader,3
121,qas,2,shanty,2
122,qas,2,mushy,3
123,qas,2,peasant,0
124,qas,2,bourgeoise,3
125,qas,2,pratfall,3
126,qas,2,commoners,2
127,qas,2,balls,8
128,qas,2,businessman,2
129,qas,2,ball,8
130,qas,2,parochial,4
131,qas,2,moocher,3
132,qas,2,industrialists,2
133,qas,2,farmer,2
134,qas,2,hapless,4
135,qas,2,fumble,5
136,qas,2,rout,3
137,qas,2,bobble,3
138,qas,2,miserable,4
139,qas,2,prevarication,3
140,qas,2,melange,3
141,qas,2,parishes,3
142,qas,2,parish,3
143,qas,2,mixtures,3
144,qas,2,caste,2
145,qas,2,prevaricated,3
146,qas,2,frantic,2
147,qas,2,culled,3
148,qas,2,rabble,2
149,qas,2,hovel,3
150,qas,2,mediaeval,2
151,qas,2,mawkish,3
152,qas,2,soupy,3
153,qas,2,magnat,3
154,qas,2,piteous,3
155,qas,2,snooper,3
156,qas,2,middle-income,2
157,qas,2,mob,2
158,qas,2,feudalistic,3
159,qas,2,hutch,3
160,qas,2,kennels,3
161,qas,2,riffraff,3
162,qas,2,rhetorical,3
163,qas,2,agrarian,2
164,qas,2,boor,9
165,qas,2,dilettante,2
166,qas,2,barons,2
167,qas,2,bungle,2
168,qas,2,conformity,3
169,qas,2,troublemaker,3
170,cds,3,nerdiness,3
171,cds,3,clann,3
172,cds,3,mongrel,3
173,cds,3,zealotry,3
174,cds,3,pedants,3
175,cds,3,nymphomaniac,3
176,cds,3,sheik,3
177,cds,3,chump,8
178,cds,3,rapscallion,3
179,cds,3,mass,3
180,cds,3,incriminates,3
181,cds,3,rookie,3
182,cds,3,barbarian,0
183,cds,3,pietism,3
184,cds,3,villainous,4
185,cds,3,fundamentalists,3
186,cds,3,outlawry,5
187,cds,3,masses,3
188,cds,3,gang,3
189,cds,3,ringleader,3
190,cds,3,schoolmarm,3
191,cds,3,lav,3
192,cds,3,dissembled,2
193,cds,3,tattle,3
194,cds,3,henchmen,3
195,cds,3,craven,3
196,cds,3,babe,3
197,cds,3,blather,9
198,cds,3,clansmen,3
199,cds,3,officer,3
200,cds,3,people,3
201,cds,3,infants,3
202,cds,3,dogmatism,3
203,cds,3,freshness,9
204,cds,3,parvenus,3
205,cds,3,scalawag,3
206,cds,3,usurer,3
207,cds,3,reactionary,3
208,cds,3,greenhorn,3
209,cds,3,fundamentalist,3
210,cds,3,rascal,3
211,cds,3,problem,3
212,cds,3,blunder,2
213,cds,3,bluestocking,3
214,cds,3,unlawfulness,3
215,cds,3,tattler,9
216,cds,3,complacence,3
217,cds,3,teaser,3
218,cds,3,fops,3
219,cds,3,illicit,3
220,cds,3,fascists,3
221,cds,3,swinish,3
222,cds,3,reprobate,3
223,cds,3,culled,3
224,cds,3,wily,3
225,cds,3,slacking,9
226,cds,3,gallant,3
227,cds,3,mess,2
228,cds,3,scamp,3
229,cds,3,blooper,2
230,cds,3,beau,3
231,cds,3,robber,5
232,cds,3,sinner,3
233,cds,3,blabber,9
234,cds,3,bookworm,3
235,cds,3,arrogance,3
236,cds,3,outlawed,5
237,cds,3,clan,3
238,cds,3,gobble,3
239,cds,3,masonic,3
240,cds,3,procuress,3
241,cds,3,grifter,3
242,cds,3,hellion,3
243,cds,3,lawlessness,3
244,cds,3,churl,0
245,cds,3,agent,3
246,cds,3,multitude,3
247,cds,3,cloaca,3
248,cds,3,bumpkin,3
249,cds,3,fascistic,3
250,cds,3,oafish,3
251,cds,3,intrigue,3
252,cds,3,gangster,3
253,cds,3,boss,3
254,cds,3,pup,3
255,cds,3,sass,3
256,cds,3,movement,3
257,cds,3,piles,3
258,cds,3,pimp,3
259,cds,3,slyness,3
260,cds,3,carrion,3
261,cds,3,eavesdrop,3
262,cds,3,screw,8
263,cds,3,reject,2
264,cds,3,conspire,3
265,cds,3,tribal,3
266,cds,3,rabble,2
267,cds,3,privy,3
268,cds,3,purchasable,3
269,cds,3,telltale,3
270,cds,3,simpleton,0
271,cds,3,scratch,3
272,cds,3,prohibited,3
273,cds,3,crossings,0
274,cds,3,burglar,5
275,cds,3,prevaricated,3
276,cds,3,boorish,3
277,cds,3,savvy,3
278,cds,3,chatter,3
279,cds,3,fop,3
280,cds,3,mark,7
281,cds,3,barbarically,0
282,cds,3,sewer,3
283,cds,3,conformist,2
284,cds,3,git,3
285,cds,3,scribble,3
286,cds,3,intermediary,3
287,cds,3,raven,9
288,cds,3,loo,3
289,cds,3,egghead,3
290,cds,3,slacked,3
291,cds,3,hodgepodge,2
292,cds,3,fool,0
293,cds,3,oodles,3
294,cds,3,egotism,3
295,cds,3,simple,3
296,cds,3,hybris,3
297,cds,3,paparazzi,3
298,cds,3,balladeer,3
299,cds,3,train,3
300,cds,3,copper,3
301,cds,3,heel,3
302,cds,3,bumbler,2
303,cds,3,thefts,5
304,cds,3,miscreants,4
305,cds,3,bloomer,3
306,cds,3,babby,0
307,cds,3,facist,3
308,cds,3,disorder,10
309,cds,3,chaos,3
310,cds,3,idiot,7
311,cds,3,gorge,3
312,cds,3,propagandist,3
313,cds,3,junto,0
314,cds,3,rat,3
315,cds,3,stealer,5
316,cds,3,snooper,3
317,cds,3,bastard,3
318,cds,3,venal,3
319,cds,3,carion,3
320,cds,3,madams,3
321,cds,3,putz,0
322,cds,3,skunk,2
323,cds,3,homunculus,3
324,cds,3,policeman,3
325,cds,3,hustler,6
326,cds,3,sly,3
327,cds,3,applesauce,7
328,cds,3,asshole,3
329,cds,3,banditti,3
330,cds,3,ostentation,3
331,cds,3,supercilious,3
332,cds,3,buttery,3
333,cds,3,hijacker,3
334,cds,3,pedantic,3
335,cds,3,beguine,3
336,cds,3,bind,2
337,cds,3,dishonest,3
338,cds,3,weakling,3
339,cds,3,enthusiast,3
340,cds,3,narcissism,3
341,cds,3,astuteness,3
342,cds,3,rubbish,2
343,cds,3,bandits,3
344,cds,3,tike,0
345,cds,3,cattiness,3
346,cds,3,wank,8
347,cds,3,filth,9
348,cds,3,restrooms,3
349,cds,3,prick,8
350,cds,3,superficiality,9
351,cds,3,stand-up,3
352,cds,3,offender,5
353,cds,3,puppy,3
354,cds,3,policemen,3
355,cds,3,highwaymen,3
356,cds,3,gossiper,9
357,cds,3,teachers,3
358,cds,3,pimped,3
359,cds,3,gangs,3
360,cds,3,doormat,3
361,cds,3,loafer,0
362,cds,3,lowlife,3
363,cds,3,joker,3
364,cds,3,black-legged,3
365,cds,3,neanderthal,3
366,cds,3,bull,3
367,cds,3,rout,3
368,cds,3,slug,2
369,cds,3,nerveless,3
370,cds,3,schoolteachers,3
371,cds,3,conceit,3
372,cds,3,elan,3
373,cds,3,incriminate,5
374,cds,3,varlet,5
375,cds,3,freemasons,3
376,cds,3,croak,3
377,cds,3,falsehood,2
378,cds,3,wuss,3
379,cds,3,crust,3
380,cds,3,hustling,3
381,cds,3,tyke,0
382,cds,3,meddler,3
383,cds,3,stupid,3
384,cds,3,mafias,3
385,cds,3,hitlerism,3
386,cds,3,inflation,3
387,cds,3,egoism,3
388,cds,3,ardor,3
389,cds,3,overweening,3
390,cds,3,stuck-up,3
391,cds,3,muddle,2
392,cds,3,clannish,3
393,cds,3,mischievous,3
394,cds,3,buffoonery,3
395,cds,3,pig,3
396,cds,3,fuzz,3
397,cds,3,highwayman,3
398,cds,3,ragbag,2
399,cds,3,shopworn,3
400,cds,3,dirt,3
401,cds,3,comment,2
402,cds,3,kinsfolk,3
403,cds,3,gouger,3
404,cds,3,plotter,3
405,cds,3,arse,1
406,cds,3,scads,3
407,cds,3,wrongdoer,5
408,cds,3,thievery,5
409,cds,3,jailer,3
410,cds,3,duffer,3
411,cds,3,harasser,3
412,cds,3,latrine,3
413,cds,3,eggheads,9
414,cds,3,hybridizer,3
415,cds,3,procuring,3
416,cds,3,cowardice,9
417,cds,3,zeal,3
418,cds,3,usury,3
419,cds,3,persnickety,3
420,cds,3,gossip,3
421,cds,3,twaddle,3
422,cds,3,exigent,3
423,cds,3,gall,3
424,cds,3,moneylenders,3
425,cds,3,pandering,3
426,cds,3,broker,3
427,cds,3,breeding,0
428,cds,3,cowardly,3
429,cds,3,prevarication,3
430,cds,3,boor,9
431,cds,3,chief,3
432,cds,3,loanshark,3
433,cds,3,scrap,2
434,cds,3,dicker,3
435,cds,3,muggins,8
436,cds,3,bigotry,3
437,cds,3,se,3
438,cds,3,family,3
439,cds,3,crosses,0
440,cds,3,barbaric,0
441,cds,3,mafiosi,3
442,cds,3,shrewdness,3
443,cds,3,riffraff,3
444,cds,3,lashings,3
445,cds,3,stealers,5
446,cds,3,wonk,3
447,cds,3,maffia,3
448,cds,3,venality,3
449,cds,3,lout,0
450,cds,3,offence,5
451,cds,3,fibber,3
452,cds,3,dweeb,3
453,cds,3,scrawl,3
454,cds,3,gasbag,3
455,cds,3,infantile,9
456,cds,3,ardour,3
457,cds,3,impasse,3
458,cds,3,fanaticism,3
459,cds,3,pressman,3
460,cds,3,crimes,5
461,cds,3,mutt,3
462,cds,3,outlaw,3
463,cds,3,freemasonry,3
464,cds,3,villian,5
465,cds,3,intriguer,3
466,cds,3,outlawing,3
467,cds,3,know-it-all,3
468,cds,3,shysters,3
469,cds,3,omertà,3
470,cds,3,pretentiousness,3
471,cds,3,guile,3
472,cds,3,flock,3
473,cds,3,joke,9
474,cds,3,timeworn,3
475,cds,3,garbage,2
476,cds,3,ponce,3
477,cds,3,slackers,3
478,cds,3,pack,3
479,cds,3,bandit,3
480,cds,3,crook,3
481,cds,3,pander,3
482,cds,3,scrapped,2
483,cds,3,whiner,3
484,cds,3,demagogic,3
485,cds,3,hack,3
486,cds,3,piffle,9
487,cds,3,dood,3
488,cds,3,wanker,8
489,cds,3,crumb,3
490,cds,3,peasant,0
491,cds,3,barring,3
492,cds,3,hustles,3
493,cds,3,conk,3
494,cds,3,strikebreaker,3
495,cds,3,faction,3
496,cds,3,fascisti,3
497,is,4,impoverished,4
498,is,4,wretch,3
499,is,4,meagerly,3
500,is,4,pathetic,2
501,is,4,castaway,3
502,is,4,poverty,4
503,is,4,beggar,4
504,is,4,penurious,3
505,is,4,ill-timed,3
506,is,4,tightwad,3
507,is,4,misfortunate,2
508,is,4,wretched,2
509,is,4,parsimonious,3
510,is,4,pitiable,2
511,is,4,poorly,4
512,is,4,skinflint,3
513,is,4,pariah,4
514,is,4,low-income,4
515,is,4,villian,5
516,is,4,untimely,3
517,is,4,piteous,3
518,is,4,poorest,4
519,is,4,miserliness,3
520,is,4,stingy,4
521,is,4,unhappy,4
522,is,4,pray,3
523,is,4,ungenerous,3
524,is,4,penniless,3
525,is,4,impoverishing,3
526,re,5,slanderous,3
527,re,5,crucify,2
528,re,5,molesting,5
529,re,5,swindler,3
530,re,5,severe,3
531,re,5,filched,3
532,re,5,murderer,5
533,re,5,murders,5
534,re,5,rogue,3
535,re,5,rambunctious,9
536,re,5,offence,5
537,re,5,defame,5
538,re,5,delinquent,3
539,re,5,libelous,9
540,re,5,heavies,3
541,re,5,calumny,3
542,re,5,abduction,5
543,re,5,infanticide,3
544,re,5,aspersion,3
545,re,5,criminal,3
546,re,5,scalawag,3
547,re,5,lawbreaking,3
548,re,5,slandered,3
549,re,5,captor,3
550,re,5,violent,5
551,re,5,infanticidal,3
552,re,5,felony,5
553,re,5,miscreants,4
554,re,5,libellous,3
555,re,5,torturer,3
556,re,5,piracy,3
557,re,5,kill,3
558,re,5,rapists,5
559,re,5,felonious,3
560,re,5,pillage,5
561,re,5,maltreatment,5
562,re,5,extorting,5
563,re,5,outlawing,3
564,re,5,furious,2
565,re,5,slaying,5
566,re,5,swindle,8
567,re,5,fierceness,9
568,re,5,incrimination,3
569,re,5,fury,2
570,re,5,terrorists,5
571,re,5,raped,5
572,re,5,survivor,4
573,re,5,terrorize,5
574,re,5,mafias,3
575,re,5,villan,3
576,re,5,defamatory,5
577,re,5,unauthorized,3
578,re,5,torment,2
579,re,5,molested,5
580,re,5,abstract,3
581,re,5,slayer,3
582,re,5,slanders,3
583,re,5,outlaw,3
584,re,5,unlawfulness,3
585,re,5,rook,3
586,re,5,bag,3
587,re,5,incriminating,3
588,re,5,frustrate,2
589,re,5,kidnappings,5
590,re,5,trafficker,3
591,re,5,blackmail,5
592,re,5,ordeal,2
593,re,5,lift,3
594,re,5,liquidator,3
595,re,5,mobster,3
596,re,5,criminally,3
597,re,5,crook,3
598,re,5,incriminated,3
599,re,5,m.a.f.i.a.,3
600,re,5,terrorist,5
601,re,5,scammer,3
602,re,5,hard,3
603,re,5,red,3
604,re,5,homicide,5
605,re,5,defamation,5
606,re,5,steal,3
607,re,5,murderess,3
608,re,5,ill-treatment,3
609,re,5,incriminates,3
610,re,5,villainous,4
611,re,5,kidnappers,5
612,re,5,exacting,5
613,re,5,gangster,3
614,re,5,vilify,3
615,re,5,raper,3
616,re,5,plagiarists,3
617,re,5,abuser,5
618,re,5,abuses,5
619,re,5,wild,9
620,pr,6,john,3
621,pr,6,trollop,3
622,pr,6,prostitute,6
623,pr,6,jade,3
624,pr,6,bitch,3
625,pr,6,tart,3
626,pr,6,hussy,9
627,pr,6,streetwalker,3
628,pr,6,strumpet,3
629,pr,6,hoe,6
630,pr,6,hookers,6
631,pr,6,harlot,3
632,pr,6,courtesans,3
633,pr,6,moll,3
634,pr,6,socialite,3
635,pr,6,vixen,3
636,pr,6,courtiers,3
637,pr,6,whore,3
638,pr,6,biston,3
639,pr,6,courtesan,1
640,pr,6,whores,6
641,pr,6,bunkum,0
642,pr,6,sluts,3
643,pr,6,hooking,6
644,asf,7,muff,2
645,asf,7,idiocy,0
646,asf,7,vagina,3
647,asf,7,mug,0
648,asf,7,sucker,0
649,asf,7,simple,3
650,asf,7,cunts,3
651,asf,7,doofus,0
652,asf,7,doll,3
653,asf,7,changelings,0
654,asf,7,slit,3
655,asf,7,loggerhead,9
656,asf,7,booby,0
657,asf,7,fool,0
658,asf,7,bonehead,9
659,asf,7,retard,0
660,asf,7,imbecile,0
661,asf,7,knucklehead,9
662,asf,7,chump,8
663,asf,7,snatch,5
664,asf,7,imbecility,8
665,asf,7,dummy,0
666,asf,7,dimwit,0
667,asf,7,babe,3
668,asf,7,simpleton,0
669,asf,7,dunderhead,9
670,asf,7,muggins,8
671,asf,7,dame,1
672,asf,7,vaginal,3
673,asm,8,mark,7
674,asm,8,simpleton,0
675,asm,8,patsy,3
676,asm,8,dick,8
677,asm,8,fatuously,8
678,asm,8,testes,2
679,asm,8,imbecile,0
680,asm,8,brownish,1
681,asm,8,pecker,8
682,asm,8,sucker,0
683,asm,8,dummy,0
684,asm,8,fool,0
685,asm,8,dismissal,3
686,asm,8,phallic,3
687,asm,8,orchis,2
688,asm,8,phallus,3
689,asm,8,shaft,1
690,asm,8,pickle,2
691,asm,8,chanticleer,3
692,asm,8,stupidly,9
693,asm,8,victimize,5
694,asm,8,dumbbell,0
695,asm,8,folly,7
696,asm,8,gip,5
697,asm,8,twit,9
698,asm,8,simple,3
699,asm,8,testis,2
700,asm,8,fuck,8
701,asm,8,con,5
702,asm,8,score,3
703,asm,8,sap,3
704,asm,8,ray,3
705,asm,8,testicle,2
706,asm,8,ovum,2
707,asm,8,oaf,0
708,asm,8,dolt,0
709,asm,8,penile,8
710,asm,8,screw,8
711,asm,8,peter,3
712,asm,8,appendage,8
713,asm,8,dong,3
714,asm,8,jazz,3
715,asm,8,stupider,9
716,asm,8,fucking,3
717,asm,8,pea,3
718,asm,8,mug,0
719,asm,8,fooled,8
720,asm,8,roosting,3
721,asm,8,nut,2
722,asm,8,cockerel,3
723,asm,8,retard,0
724,asm,8,screwing,3
725,asm,8,chocolate-brown,3
726,asm,8,penises,3
727,asm,8,bed,3
728,asm,8,jeer,3
729,asm,8,dimwit,0
730,asm,8,member,3
731,ddp,9,galoot,0
732,ddp,9,barbarians,0
733,ddp,9,unlettered,9
734,ddp,9,illiterate,9
735,ddp,9,moron,0
736,ddp,9,bozo,3
737,ddp,9,muggins,8
738,ddp,9,dope,0
739,ddp,9,subnormal,3
740,ddp,9,blockhead,7
741,ddp,9,trash,2
742,ddp,9,barbarism,9
743,ddp,9,fool,0
744,ddp,9,quack,3
745,ddp,9,oaf,0
746,ddp,9,cretin,3
747,ddp,9,credulous,9
748,ddp,9,dunderheads,0
749,ddp,9,viciousness,9
750,ddp,9,folly,7
751,ddp,9,shysters,3
752,ddp,9,stultified,3
753,ddp,9,uncultured,3
754,ddp,9,artless,3
755,ddp,9,stumblebum,0
756,ddp,9,fumbler,2
757,ddp,9,unintelligent,8
758,ddp,9,curmudgeon,3
759,ddp,9,microcephalic,9
760,ddp,9,fatuously,8
761,ddp,9,retardation,9
762,ddp,9,dummy,0
763,ddp,9,empiricism,3
764,ddp,9,simple,3
765,ddp,9,nincompoop,8
766,ddp,9,charlatan,3
767,ddp,9,imbeciles,3
768,ddp,9,idiots,0
769,ddp,9,innocent,5
770,ddp,9,dolt,0
771,ddp,9,adolescent,3
772,ddp,9,prisoner,5
773,ddp,9,brutal,9
774,ddp,9,obtuse,3
775,ddp,9,gossip,3
776,ddp,9,idiotic,0
777,ddp,9,metazoans,8
778,ddp,9,ignorant,9
779,ddp,9,lunkhead,7
780,ddp,9,fooled,8
781,ddp,9,twat,7
782,ddp,9,changelings,0
783,ddp,9,witless,3
784,ddp,9,sap,3
785,ddp,9,nitwit,0
786,ddp,9,captive,9
787,ddp,9,barbarian,0
788,ddp,9,telltale,3
789,ddp,9,ragtag,2
790,ddp,9,retard,0
791,ddp,9,betrayer,3
792,ddp,9,idiocies,3
793,ddp,9,booby,0
794,ddp,9,quacks,3
795,ddp,9,asshole,3
796,ddp,9,putz,0
797,ddp,9,sob,3
798,ddp,9,mark,7
799,ddp,9,dense,3
800,ddp,9,prater,5
801,ddp,9,lout,0
802,ddp,9,doofus,0
803,ddp,9,lummox,0
804,ddp,9,fathead,3
805,ddp,9,quackery,3
806,ddp,9,motherfucker,3
807,ddp,9,animal,3
808,ddp,9,incompetent,9
809,ddf,10,slimy,3
810,ddf,10,unworthy,3
811,ddf,10,malformed,3
812,ddf,10,halting,3
813,ddf,10,monocular,3
814,ddf,10,nanus,3
815,ddf,10,humpback,3
816,ddf,10,unsightly,3
817,ddf,10,handicap,3
818,ddf,10,invalidity,3
819,ddf,10,ugly,3
820,ddf,10,unsighted,3
821,ddf,10,peewee,3
822,ddf,10,halt,3
823,ddf,10,cripple,2
824,ddf,10,midget,3
825,ddf,10,gimpy,3
826,ddf,10,handicapped,10
